Id,SalePrice
2658,200244.9681528832
2718,272051.1997308275
2414,154086.3254398916
1989,147191.0630020811
625,199517.6638524425
333,107808.30644927121
1327,129311.63535622589
858,155714.7003252894
95,192029.99943250985
1568,177190.8314813569
2482,175793.9517336215
1364,137252.2450465611
2584,189970.8363757217
818,300081.9162690169
2673,162488.4799355041
2089,87758.20432616134
1297,208344.73518366876
790,143463.00311315362
2616,205809.1206050849
720,182779.8550030565
222,134036.8235377377
557,163717.82273119397
1148,226093.9036259112
2766,154603.69527140426
534,186492.977046645
1452,120838.01694945287
630,164336.78239403464
2648,145827.98856194405
125,150279.39224559668
1904,41827.482750603835
1670,157499.62633642697
756,156557.84027910692
717,301145.7995407714
1032,166472.78924966216
852,221381.67699013255
1731,152093.0080633033
2639,160447.28536808095
2071,91694.4422542516
1267,87497.566942153
1851,206629.64024643748
567,146477.83993561118
2439,191922.70141967994
1898,189049.17309600528
647,150923.139707836
2256,210931.60860135255
979,89928.69311829325
1444,205573.23527208276
2485,118782.99586267036
157,123970.0425612155
88,135939.85972792527
2003,124025.89987191634
186,201938.2268560323
1425,263959.69711052673
2695,139393.2978939791
738,110433.65477063558
395,149231.16853220834
1353,171954.4139876259
1878,172291.9110194756
390,174940.2498169058
1456,240048.92977940926
1103,315562.20133932075
1387,167245.66980316874
2070,150382.05543566274
1199,177591.25183620545
2479,171820.74361889454
501,307275.14072922873
2362,80669.12016247354
1718,201678.32489434385
2188,57719.35109221998
1483,126418.32920624607
2557,118855.63940484411
437,285460.2247944856
2224,227354.71115935076
1628,134089.24210301318
397,139901.54894591545
587,231460.59659970424
971,122864.82065368825
2611,146070.0721444494
1887,66364.18689726162
2399,277832.4199314851
2148,208290.69650335956
304,152197.37640590797
1997,136711.61522543908
2817,162607.63473048923
1431,182382.3484028577
427,371925.7952298159
263,137071.28748143467
598,184615.36908061567
2895,234267.5998935491
687,181975.829863238
1822,126350.33419368928
2191,135001.96282053684
179,128102.88213853963
1009,175478.20036529674
2010,121930.91693194467
1991,160039.28791502785
1411,191048.60074569978
1721,229933.40660814688
1144,195970.2518598546
593,183184.79737927875
575,248544.71797412835
1249,202870.80492072323
1604,114990.05449127738
1064,356724.2743245552
1923,162676.04264675977
1988,70958.60596561963
2325,155256.95709529347
114,237402.2425774166
2700,266515.6397184937
217,191595.02155367835
343,205687.92599520853
386,215816.79730441724
2005,105221.36962187717
2908,113582.54563426261
1814,210849.5301215385
2446,392281.3833975849
208,182120.49287727865
1679,141831.68371003814
822,274016.75887894223
6,179971.33536286218
1781,329749.4349393352
2397,241705.7380215096
2340,236081.25555963244
1618,155978.66447838317
2843,204342.13489342204
1061,309117.7784235681
2786,113868.11421599422
1935,124774.27353700239
1341,124045.86845923838
521,268117.5665702099
2136,140739.58609636012
996,182980.27386655976
227,160178.15965419466
135,144368.7515345671
1167,162368.77897770295
294,226476.25654574536
1776,206942.0051639149
540,175021.53667213884
1717,201678.13507267475
2303,105943.08688073598
116,203718.28617923943
127,132846.92117640306
1371,134108.46028035798
1014,217497.87348644645
1507,47768.06289833129
702,193993.8163737569
750,207935.33207295067
261,135289.996568946
1559,90284.96707840712
577,242335.65203295965
2812,193620.4442920949
2080,169275.4247871428
1368,102196.30053286566
2376,115780.17331729448
659,98917.23507765571
1235,137101.84638086555
332,75646.99237938887
1917,125029.57115528837
2094,260917.33481311038
1460,273562.37579213677
1471,209575.85750571312
1509,122315.53288587209
1922,132543.21808686748
433,370751.5385558333
460,208799.1519596002
1116,246219.24782769658
1137,175054.85037506465
53,161966.10767408853
2354,230390.80633050646
1475,200367.62290300423
1761,465786.90677793813
842,149636.8657618208
2739,232487.23436277494
2509,140202.45225855682
1007,177548.75103282815
2610,183144.7996909712
1952,85732.01356837798
2719,270532.05063381314
2921,107804.88965922754
1966,160708.0781760191
292,128795.62669614845
1204,197636.6353288513
1829,233170.6889963107
2419,159443.86610643612
391,174258.44992443814
798,118034.23248918355
481,157260.11394085106
193,199005.07874526575
555,139661.73842356427
899,96373.3161277839
2357,184565.9550712818
328,118488.35060702168
1356,108280.13995794166
1154,112215.18882300559
1730,156366.26964600408
2249,138248.0845051192
1119,242992.45816620396
2856,149956.24102937573
1394,138717.4470631727
2587,142194.65172059627
61,325423.27505628497
2661,220802.1959091916
2711,126052.53676865657
1147,184618.22968235056
757,134093.01751464632
2623,89401.78741049753
2378,165630.10737855986
1413,122175.54270083841
1722,193118.70924796272
1112,219518.471894615
1623,183777.92319398513
1201,201761.73672526111
1513,133278.4967823889
957,297535.19585712964
1171,214151.2891746928
1145,186289.88957279653
2726,252865.2051147632
703,125621.7226643525
760,82344.45663346874
1964,133445.42635318526
2512,161405.97719468563
159,167850.24751411064
1281,183736.14709653452
468,156011.78639037468
290,125296.58128021884
665,137163.3754796282
1463,265245.3887435865
1792,215991.51050927737
923,163018.98533885618
500,288329.34839362453
1408,160270.86299742397
331,54144.763625430554
170,154897.07039693475
2192,110380.23902326945
2571,328371.09914189775
2314,154026.3297191288
2647,103151.77682810025
422,326935.9692199195
2457,349068.21231107356
1838,188846.5649762045
2805,231234.42966118845
1645,183328.36054090652
1711,259289.62339993272
2825,236722.41580236194
322,295942.9511669079
2103,268360.2228356416
342,140301.5103258571
600,129252.28634276133
488,193302.65496742216
1725,264910.28075219854
2246,220302.41977214094
2847,154218.41776024672
806,214594.08118964222
530,223256.37001886356
963,207574.58084799722
2678,119374.35750884423
171,80748.37070931986
2401,323696.9444571511
805,204702.7955063771
2259,198883.2434321712
1748,128319.23198921065
1361,148935.4034443134
1677,119661.53684344541
1406,163387.252968616
2322,196202.09822076047
688,184353.52220915552
143,165586.8257720016
804,174006.56541296412
1214,189344.43319180733
2828,133768.1831541395
1999,239118.46468936148
2467,185499.8135403314
2665,181840.9066074571
1538,334975.2795530516
398,146029.73770507955
2822,158057.05198061743
2157,126418.32920624607
1856,208705.1218647997
1269,89856.09070042154
2570,132678.80638181878
2320,226411.19573869932
1517,150932.90678538894
2304,94097.61223101275
1312,95354.16532495446
2012,143402.85289280323
506,198163.91787093208
2865,211765.21590365728
2367,95797.13678392897
554,112829.00313736894
238,180317.59399936846
1954,112934.57912445586
2488,136588.18882428738
2291,107802.23215586023
1969,69354.60712583677
2725,197676.07808706252
1482,126418.32920624607
2763,187107.90376706896
503,233951.25933812183
1584,199168.77440753515
1531,186303.16646624886
2210,205259.90412403987
459,270177.12343922653
556,148866.8483559171
1347,218319.11900681574
1290,88002.77402724407
1388,97570.69013167586
1571,244204.74543277588
2754,204077.63605107894
765,142637.66307707585
2494,134627.95185135468
2870,220235.47314360554
7,200356.9592091316
1114,235149.8243410186
2418,249167.15509283906
291,133643.3984190135
18,288156.2851569612
39,271394.5421290847
1001,232460.73437383262
2442,217037.84708267357
616,131299.23611536174
2680,34813.65552424597
1414,152980.9658781415
289,171893.68469052037
40,256662.50535382333
860,152152.70759627686
409,141204.77248712408
673,198789.48220446263
2427,161932.26396478334
2036,183347.28816223843
2564,147811.70632795952
642,250985.12058706107
1008,175106.3638414819
1908,190259.1990881337
2519,177529.00212849258
1369,116896.67124653442
2855,154845.1731179144
