Id,SalePrice
2658,212574.68003786195
2718,277459.88742828707
2414,154892.00729580005
1989,131061.58677768553
625,193543.6007469121
333,113182.12882930646
1327,135670.0264976179
858,175071.29994738402
95,180441.3097115665
1568,171699.69013256909
2482,167373.05869492172
1364,141459.4793202564
2584,190470.48229738697
818,292636.8922257733
2673,194472.8740491569
2089,103671.72239784007
1297,164136.7995605942
790,146550.59322966626
2616,221058.07893607768
720,191972.63856933668
222,144502.25199955254
557,115831.6263680188
1148,225237.8020948199
2766,132347.54522024377
534,167785.18888542938
1452,115687.39923125636
630,180085.87845273575
2648,175173.76375302448
125,136470.7156167761
1904,67732.9732141012
1670,114826.37547704905
756,109084.90971819943
717,285966.538855648
1032,161849.3222614921
852,208074.91594527688
1731,148348.84171738615
2639,198634.43657894657
2071,74496.77250409064
1267,73398.5234520035
1851,186872.71065197972
567,128466.60144562961
2439,204035.79425868517
1898,167363.642343673
647,167855.84917114765
2256,208615.02710059748
979,134635.58963591582
1444,195126.1484129357
2485,122168.49232249329
157,126086.16654038834
88,141492.28306629788
2003,150430.0598235183
186,200031.82470245592
1425,225885.43845810878
2695,152291.88945035136
738,113927.47263574181
395,139489.42390295528
1353,204906.5468864592
1878,166660.64520117376
390,163243.45068599438
1456,206138.48793585357
1103,281923.2027791705
1387,166505.8808545122
2070,160990.60174803933
1199,179800.50113263866
2479,169608.8590791806
501,289251.00680690573
2362,114912.2119458576
1718,179460.96621501315
2188,88131.01980989156
1483,113043.54328145029
2557,89421.68595697239
437,294474.24482528435
2224,219597.18837870428
1628,136221.7025356091
397,142638.99570025224
587,240087.66926527437
971,141818.31419252147
2611,161762.6671881894
1887,64531.12316035123
2399,250644.256439237
2148,202978.7721281406
304,120915.67590200345
1997,144232.87107814976
2817,150761.24431607057
1431,167623.97289751752
427,288774.005981016
263,117477.24114815675
598,178094.3226863131
2895,238873.1378610834
687,132841.5984476862
1822,135517.28053745898
2191,136766.9036207411
179,144900.6116643288
1009,168709.87508458275
2010,140293.62063561883
1991,171444.09203503764
1411,210389.64677087305
1721,216433.88838148507
1144,179894.95830662368
593,177809.09610245257
575,238037.49720818296
1249,203628.58229947838
1604,121427.91852448907
1064,355417.04067571077
1923,171852.6760116799
1988,104615.60891734442
2325,157016.29761082926
114,224422.40636122788
2700,270885.75017887854
217,257814.6912122981
343,199476.9367238719
386,210834.61559676856
2005,107553.4128224188
2908,157196.78115773923
1814,208184.1791955424
2446,413272.88361644105
208,163018.15701884506
1679,135795.4844865814
822,241420.3701545476
6,180496.8617823719
1781,277600.9377418591
2397,220942.28736425153
2340,240250.00707516904
1618,161431.4094908611
2843,184028.5073428091
1061,271725.2471518748
2786,115947.64228318553
1935,136962.44704606425
1341,124944.62366687277
521,213796.32813399588
2136,138811.50490394028
996,184273.37598831803
227,153904.38307462187
135,151867.14775404008
1167,163434.7742377624
294,261653.42540481206
1776,189927.9363438794
540,152936.62669640503
1717,179460.74752337285
2303,109145.2887183355
116,178175.75911048605
127,147298.65695726432
1371,158504.0814345595
1014,217291.06104832303
1507,85511.7313485044
702,211537.6915698227
750,201587.51262360526
261,147939.88723183903
1559,97729.53169104116
577,244851.86722443544
2812,185893.6581629327
2080,186363.34303534272
1368,145871.7688294459
2376,118829.70553296435
659,103879.4133664512
1235,149972.606185234
332,113183.22228750784
1917,126402.39465222831
2094,234427.413957465
1460,242631.0294324174
1471,207518.5618542828
1509,137448.01475710314
1922,144026.3558126851
433,378729.67762173305
460,201984.8713528988
1116,218365.75313552594
1137,153004.74914235118
53,156396.50807217901
2354,241013.16084277295
1475,201038.349428097
1761,511015.7784469131
842,134233.83649683822
2739,231292.10654899338
2509,120631.9321914808
1007,191863.04426230027
2610,190810.05299208313
1952,90162.13004152768
2719,274668.2936866614
2921,113182.56621258703
1966,171113.1586412718
292,183480.58650747093
1204,205924.58884719628
1829,245697.6343124657
2419,159083.85840408996
391,169687.3110145222
798,128930.1960961324
481,161757.28341318888
193,230143.46797178665
555,132953.12030731453
899,70023.10843509198
2357,179340.37899652595
328,127024.07778937207
1356,110873.12622084472
1154,115597.73565874298
1730,161467.35962659438
2249,121287.74456959526
1119,204384.28544650628
2856,173422.4677269855
1394,156983.55367186744
2587,105292.69317315577
61,298035.5625800332
2661,240370.34194947933
2711,124940.25682390964
1147,183007.97535431237
757,137831.50020874853
2623,77882.0329052415
2378,162953.63012202163
1413,133318.77758288046
1722,189695.14488721138
1112,205827.8125280173
1623,189233.4904170591
1201,201170.49702998562
1513,155949.97468830596
957,316155.71465366124
1171,216820.55258471327
1145,185392.1818366544
2726,260709.22876622542
703,144612.82578691776
760,117487.78296609025
1964,141492.28306629788
2512,152268.53921992696
159,143778.031455151
1281,187149.50350449668
468,161460.82696426052
290,114593.67598298196
665,105745.02168204954
1463,249853.35540191559
1792,214569.86147350262
923,176393.21053906786
500,262920.82589243026
1408,216588.78125907242
331,80803.086528741
170,187102.1827202564
2192,101739.56491796236
2571,301483.960830564
2314,156967.58677719074
2647,112589.84429607092
422,331481.3510917664
2457,296500.2153557368
1838,186817.7146767771
2805,216758.3003215658
1645,177597.06241144074
1711,260342.96484521052
2825,253192.53902175868
322,284337.58144733764
2103,230764.81347049307
342,118960.22392731073
600,120107.98718835905
488,200026.80633666157
1725,262909.32736557804
2246,223757.76545041145
2847,181385.85195320213
806,227600.99656671283
530,219582.2919385273
963,195170.50457292233
2678,131137.24200614018
171,120566.24156206864
2401,333152.1499215944
805,212936.05461962658
2259,220710.82537030554
1748,128037.88043891589
1361,164751.38238220944
1677,131631.02962332492
1406,149721.74369621117
2322,212354.29542681866
688,188058.58413161917
143,181709.73253903395
804,183316.13085620326
1214,180813.16113862378
2828,113665.08641897966
1999,255142.46900828244
2467,167944.8691502091
2665,173190.57071688183
1538,323193.73579218565
398,115671.87212479673
2822,162349.36480128602
2157,113044.52739383155
1856,195433.9545582531
1269,78564.3344056986
2570,142803.87366003197
2320,194548.50783826903
1517,154823.4762378548
2304,132179.79190085814
1312,96194.53234339235
2012,136628.9871489871
506,205852.619904092
2865,244245.21195276643
2367,100531.13025632419
554,104172.82081818205
238,156946.4024072481
1954,121323.9103400464
2488,129135.0919483467
2291,113182.12882930646
1969,68052.07967214298
2725,185128.93805804147
1482,113043.54328145029
2763,170587.155375086
503,227155.89475960613
1584,199975.96304096442
1531,171319.78796841757
2210,212552.65111509818
459,265058.6063764922
556,132659.41743442306
1347,216134.8107197108
1290,87314.54544558478
1388,136678.02697907176
1571,249770.30405289878
2754,178113.16985410042
765,158224.4827082757
2494,139756.6534985605
2870,255274.56390747157
7,184843.28542667048
1114,220895.22756306097
2418,251690.7961451418
291,208867.1409296764
18,261396.6713083218
39,272949.5748163189
1001,234258.29489329839
2442,239797.56358231642
616,134313.62023852253
2680,66010.83168340623
1414,157100.747712795
289,193531.79255844426
40,215876.49479217624
860,120082.1815748064
409,129204.618116033
673,161376.99140981116
2427,155936.14478617758
2036,212157.2564234975
2564,177352.75417344843
642,262651.80057593307
1008,183760.23571272587
1908,206608.20593434665
2519,169635.1999754378
1369,81827.9558270285
2855,188202.67110303818
712,95021.4907226628
1943,176253.28421519883
1958,148097.2326593599
107,100589.7667513687
2295,205966.91690909254
704,159595.48681233003
676,128943.44502178859
259,178849.06353361343
93,261439.0594453734
106,203328.20185339058
2315,187745.78960604293
1050,118326.62183171391
1095,162844.0102998146
2709,145424.82586168495
758,207230.77153779726
1496,147702.44194968516
2370,131608.0670010959
2458,232565.85405028544
2733,163673.84194071597
161,283196.66569593886
