Id,SalePrice
2658,156976.58466109174
2718,117528.49120279097
2414,187531.28738278913
1989,123592.58031365539
625,189322.98401267937
333,118590.54014410818
1327,118663.67231165788
858,144583.83172453122
95,205512.46464822357
1568,179250.97032735383
2482,158392.99252204938
1364,128113.3205816034
2584,154800.6515412039
818,336974.18170491536
2673,157359.40099824476
2089,122706.35860561724
1297,182726.50211886194
790,136731.45558283938
2616,211384.89672209672
720,184913.32091197325
222,155247.07038324472
557,138869.09325098616
1148,213463.90512364046
2766,161299.1492694907
534,175626.68934259945
1452,119970.79216354887
630,111404.56062469495
2648,125968.24383053642
125,143542.06112331283
1904,78313.50260475997
1670,122001.52837076908
756,116418.28440293694
717,237289.0905879725
1032,146144.36993966365
852,209973.63419519775
1731,148669.73770144963
2639,105689.6685693191
2071,95660.99680743701
1267,101633.77099945702
1851,191785.00900800357
567,146142.06673841135
2439,218144.242943322
1898,142750.8653535897
647,164080.23582223704
2256,252995.50945275457
979,127230.4307814842
1444,233460.28495517623
2485,121220.43169479078
157,137484.35682314928
88,140061.00824509756
2003,119346.34083155244
186,199407.38653107313
1425,259242.51310539356
2695,132853.3076566701
738,106760.81710662275
395,146347.43471460775
1353,192199.51418602024
1878,144474.4311802563
390,180553.20871786962
1456,251786.41845601317
1103,341500.75995063875
1387,141651.0615440365
2070,162172.3705625907
1199,171154.5523797357
2479,166832.02034577748
501,323539.3099353587
2362,92021.25603095657
1718,190525.9937946705
2188,117902.13762996727
1483,127257.10919101816
2557,105077.72001054432
437,331123.45338923996
2224,152479.69870198297
1628,158070.9073464771
397,139347.25010756077
587,209438.50489012303
971,124398.72534275296
2611,145948.14033641355
1887,89587.2198592702
2399,335015.52963077463
2148,205256.2603776549
304,119186.07565798695
1997,147437.44172525604
2817,136707.18524184352
1431,187468.61519108812
427,340301.2252471214
263,132030.7148345799
598,182358.2009188423
2895,282506.4863862216
687,142235.56967075192
1822,136711.22029865754
2191,103105.06594713785
179,130544.75853867982
1009,222182.26851114596
2010,135577.3578477052
1991,171534.68921125028
1411,162575.51399013362
1721,242040.79049625387
1144,188497.1819728509
593,214084.75217334443
575,300966.0682398317
1249,180700.22127966228
1604,122084.23071079263
1064,522229.2751789285
1923,169546.71429112557
1988,108261.76187204702
2325,164173.82116735197
114,225939.60943569502
2700,179253.74385286903
217,105463.29215286646
343,193613.21908864277
386,254133.1907325586
2005,134464.03406880592
2908,113329.51622101503
1814,232712.1597986233
2446,564489.8972021462
208,158531.23025040678
1679,142822.9888649519
822,322137.41080911556
6,184565.11319027972
1781,429353.56126087694
2397,263076.0951075338
2340,305766.2216349975
1618,158233.71189668428
2843,112999.3826361413
1061,377213.13813217345
2786,117828.39289152299
1935,133605.1327847545
1341,143676.13987403444
521,286277.0825728626
2136,136563.30102510419
996,190314.09817854082
227,141271.6148184194
135,165395.78783118422
1167,180958.45330194957
294,250782.2214580615
1776,195571.88808921966
540,163154.24791575767
1717,192621.6713209358
2303,126064.45209598841
116,200500.8757674596
127,138125.77418575995
1371,126257.60094978966
1014,105538.05987785112
1507,89595.73416341141
702,137285.27030126622
750,167662.52710075694
261,137446.5247416412
1559,112721.79304740136
577,217039.22503952746
2812,194018.23078777734
2080,160479.37721419416
1368,110816.7292862542
2376,136691.3283475055
659,112463.57749999025
1235,137175.20957185843
332,100182.282943101
1917,139599.3637703749
2094,259911.51713658264
1460,289191.185015092
1471,197881.93722031897
1509,119481.41623825133
1922,129817.23119482987
433,570446.1150460453
460,244557.9750579985
1116,252139.71487937422
1137,151055.56464037238
53,167124.26013249432
2354,256084.46763974457
1475,190117.19587536503
1761,638798.6659716981
842,132957.18781376941
2739,177771.80296150147
2509,145585.59898030356
1007,200372.36631742195
2610,178363.83913270186
1952,98629.40333016803
2719,134083.0851706644
2921,119215.55210023774
1966,154986.45373634284
292,100494.01999879593
1204,224283.57815573324
1829,258929.8897060149
2419,164631.52593816633
391,163403.46699210652
798,108798.9434615846
481,195838.8733072489
193,198331.89937725978
555,131109.02171802428
899,51784.67570225774
2357,209052.54118633905
328,138480.9232754868
1356,119237.43297615151
1154,110029.40750163878
1730,170543.21453694737
2249,147602.37379516568
1119,290046.1652499451
2856,140126.463837413
1394,128997.10128758749
2587,117695.81707921717
61,346835.84013104596
2661,193827.72966427577
2711,125905.64165353376
1147,176953.33435004586
757,129622.65372184501
2623,97706.00434685418
2378,171294.29990224916
1413,109194.07805467902
1722,215995.35578853707
1112,215444.18555184803
1623,198189.36947558698
1201,193666.2037597731
1513,128797.99371225547
957,283933.19826175703
1171,285663.8593702939
1145,194451.98495757487
2726,245679.8297452916
703,170952.16441286088
760,119179.27438485775
1964,134752.43797368518
2512,189577.52589119587
159,151681.3361458687
1281,181229.41675617488
468,165869.5722265529
290,134437.54625664736
665,110281.55407766801
1463,291615.2052045094
1792,215667.8924330943
923,113767.77125378522
500,264887.8602706876
1408,165664.50007776715
331,106295.03333468504
170,129779.17920788538
2192,110228.24578490687
2571,372996.2230683437
2314,163786.70562074948
2647,114536.24859128732
422,432578.0124652694
2457,356247.5097096568
1838,190878.46883663503
2805,259563.63856516723
1645,185354.58178273228
1711,293757.1317173716
2825,257541.633275879
322,324256.0227611725
2103,259870.8395516683
342,115834.85761191678
600,146714.00451561966
488,190105.06667324365
1725,311584.17100102396
2246,290718.57399982517
2847,146055.82792895392
806,257148.65216910338
530,225010.2635849612
963,196494.01754668745
2678,108027.29140633316
171,116855.46635637883
2401,420012.7267761715
805,234664.92893411085
2259,194835.3331021588
1748,164101.17160311335
1361,147910.9930924626
1677,130665.469119335
1406,140544.17035766263
2322,213988.38305532653
688,174878.82586252666
143,151181.92002745156
804,209401.29432931182
1214,180748.66916390022
2828,126960.25964427793
1999,179318.32784800167
2467,185645.74363159106
2665,164459.9583971197
1538,337980.88875577843
398,128979.12150492806
2822,130576.40097684144
2157,135835.34632547013
1856,186218.90399062049
1269,98932.46008173004
2570,114831.76120152995
2320,250099.63108843385
1517,136120.1793033174
2304,105727.49088016286
1312,106955.41483604378
2012,149557.08748680248
506,223600.81052403443
2865,195094.0737230095
2367,100003.52476499524
554,84124.1665581556
238,145949.33267870755
1954,125181.46014456985
2488,130116.96865182654
2291,104636.20963756328
1969,95011.86151064333
2725,173552.4205135274
1482,127257.10919101816
2763,190018.56611449926
503,253519.23538706513
1584,240424.40001679622
1531,126893.26688435714
2210,156399.64188326136
459,344296.89504188404
556,122195.5055176818
1347,138260.0660950066
1290,83940.36331854873
1388,84736.46800786053
1571,189343.31208710704
2754,195199.05704401166
765,158856.43561846815
2494,138018.22976664407
2870,173764.5731320892
7,228954.56982386523
1114,238332.14100231775
2418,281942.58449680987
291,149597.95271612064
18,335225.6604920521
39,371664.1030382506
1001,273295.98393976974
2442,243166.8102575629
616,119131.57431541858
2680,65191.180684262246
1414,140781.2692534305
289,157682.7176070846
40,238297.14934868502
860,114030.24894659029
409,140497.75473494953
673,159863.7071230553
2427,158692.44741093655
2036,211635.40219769249
2564,150621.7601371202
642,118172.7077947332
1008,181230.3051731704
1908,137407.042408274
2519,186085.72503016557
1369,112518.70511072697
2855,184060.9674603229
712,110582.46357537381
1943,132816.86001530738
1958,140381.6684138719
107,120268.09136148062
2295,174015.55639850924
704,104316.43316189716
676,146464.5197236956
259,175447.91580116554
93,321813.62978708127
106,264059.4225669254
2315,183823.54672189386
1050,108227.47218181315
1095,201875.76002336552
2709,149704.53869856603
758,187055.37920469482
1496,158297.6027201369
2370,108032.32847945839
2458,268567.15840956155
2733,128027.7308749619
161,245316.7954367799
726,131147.47970325046
845,218553.5020825323
947,268925.0952883126
2232,116054.4234631427
2563,184112.7764046192
2299,56410.40587392631
211,103116.3558141676
605,154944.19784854486
1478,193144.87176867624
2247,297362.0785857566
2274,155272.9309816555
2869,180951.88703203422
967,230442.18426654497
2656,125067.66527496892
667,204993.4328488975
1042,106557.03543804014
2023,161121.9126201893
2447,419410.59819997486
2055,118865.67208211441
2275,292034.5083029115
2204,160888.20523302266
1563,288930.2532071484
483,214813.63621590802
796,146470.28667522455
1526,159329.89903555295
2042,202662.11029107517
442,343924.9368950288
1693,310683.77216841944
1468,230113.9691698626
1430,199948.54299886315
2605,126229.13634069439
1529,170813.03772997885
335,134325.61326681945
1287,126635.9260503119
31,121234.27651139558
1785,245866.52258741544
82,173708.2385763128
2620,127493.10315379985
252,183737.87894437008
721,71355.52560898654
2165,169852.60108872794
2316,181967.72870865103
775,128683.07004209736
1558,72483.81725291982
17,162719.14972964965
1022,257736.6893265108
925,142014.79547790537
438,268398.3557178012
1270,136549.7409893886
1272,124975.71077494253
215,170728.38313164414
266,242923.2815734076
2402,280739.0962281396
1250,157523.96203796295
1984,127994.44469109575
1279,150353.52233566385
377,242350.14265716658
1252,122080.39355510783
2156,285045.1649984267
499,326635.98341296916
1374,136075.3266467993
2898,261389.15432326164
401,121068.55677408028
2721,164333.94657002247
2078,240330.00623845658
2589,137698.0048125953
1946,162299.57046506074
1334,104510.11277953652
2781,226602.62084424548
431,431808.7882688916
576,209305.58682598098
1474,227250.27916597147
2254,117202.18220064358
2155,309606.42084163317
885,109875.04450342049
643,146068.94422077804
1944,134024.8382238861
480,192936.8786284281
2845,106291.27636176838
2387,308134.93372463953
2407,193448.49986112208
2527,181475.68054996146
2514,130819.48257816333
629,139167.87808006047
80,203347.5362578315
1876,144392.408382732
1546,112861.24936825126
2518,183762.933490335
2347,164875.7900327195
783,202864.40739167228
1322,-9816.886640247802
194,100667.85239475229
1770,284652.4976897312
2143,128268.27295711852
1229,200963.66720980103
511,296372.80894164456
46,212228.64380368637
1348,197714.77137277057
2465,191759.3977094631
387,238601.63948185684
873,217240.5989310655
1918,130900.03639079553
2764,264135.3375260448
2184,150106.21207030024
934,156689.6702222238
1920,133483.64559559457
2631,147758.62382639467
1768,651516.456135241
2040,141065.18194704957
1749,212662.2305084
834,253674.77436888032
1457,245437.1842001373
79,103150.92387914567
2302,114199.55957240923
1817,138299.9137717673
2755,213033.74326166307
359,175500.30282851885
2059,111005.8938331372
2092,250010.22915525959
2516,241570.77030971952
150,131295.6907986368
1656,159450.81100368866
83,102207.66769506622
2411,170596.1974679549
795,57631.682961370665
2312,233244.32169846032
2917,104577.4685343184
1624,167978.98335261055
2215,305526.7981589962
1211,165665.67146654855
1485,130457.78888950379
1024,183045.01932395162
570,181703.84271286643
2874,146323.14201021753
700,103589.51672173926
2756,210737.005401518
2022,188571.54573705784
583,259655.5148347044
2392,349720.7525866027
2424,192065.23281340193
212,118848.41188121609
736,160533.43235479525
1610,152242.83668024038
890,124907.84326145469
467,170061.38094913375
578,243916.6354262299
1747,159084.08621823217
1149,161581.86551847061
2758,212174.96935976204
857,124708.69651358727
2219,276343.2038553919
733,110147.81535358731
2909,124556.20919488191
1798,275275.07303392794
235,100150.09640687804
2366,149256.5824090082
1027,135969.62166418243
1195,140939.90762934202
1303,74763.88925175593
148,186386.12134445005
608,156789.71776633014
2515,185680.88110353783
821,293073.20935879485
2500,293283.2424310456
745,120893.42190493978
741,154339.00787447076
1611,110380.66184137984
2532,126393.16435005318
1081,228725.32192986802
1692,428730.5614149687
2520,174510.37375933622
276,110686.11346103858
1992,125622.42106063731
663,79579.76206585465
418,111518.21165514491
1733,182984.442871249
2359,150285.78087336905
253,180712.97373573546
1518,165525.5658287075
2035,167463.32397456348
2919,107364.88505601772
1540,239001.00107055975
2120,137152.90145756854
1674,174851.4841068884
256,143809.81322443887
2361,106409.9611915226
978,91553.89665313014
2280,144814.48583597527
2095,227601.13584304322
1709,322317.5753111482
2801,254190.74202623923
1246,119388.93224147861
2373,110389.90633936915
1055,288517.66700328654
2017,133385.53513748295
1099,266870.78313086095
1344,76732.09455204864
835,170447.99017709674
1117,190524.06428576232
2043,120228.67883959797
2085,135105.01376962106
410,172876.71345192374
2650,115361.5515690612
2867,167277.26090904936
1668,110727.02478219049
1161,161652.77491891067
2122,172469.08976697366
2539,146703.73396775703
1047,156634.14394938905
1445,130295.77388563287
541,123352.80514686857
569,222331.12826088787
1276,117708.72116293441
918,129520.86552367295
326,149994.00304098
1936,131313.79346844828
895,109168.46368079423
257,133665.38688704662
1241,191008.60173738416
1545,121972.25467235781
1189,178422.03156544158
270,124122.64426023405
2066,159314.4837938688
693,123663.80342539944
1259,158617.1436199934
2916,146746.15789105208
2321,290860.1492119709
1977,96202.31038820773
1895,162144.2894479282
1240,178413.03976496658
85,147722.75976273452
1823,138058.04792626572
825,289885.0154508791
110,231305.91216600197
697,114646.145282451
2297,103319.05849448174
1231,140135.39015077075
1355,132822.19553072978
968,342852.6254266107
584,236303.80612248374
1315,119398.24802048708
1606,150420.25146934952
206,107862.27728510897
1685,332389.3753977668
2016,148322.9131878366
869,216435.80724403862
2135,111270.09599901494
2346,190055.43493616703
2430,230070.71018989698
2198,90001.51526810117
2652,143720.43009505956
27,122599.93160124304
241,159941.50457097977
906,126715.35668172885
1506,108760.15810329358
2098,355292.69880929927
1435,224439.02268150574
2213,120698.72035119054
1274,152994.576968465
743,21359.50690379381
1737,174586.33503923065
2797,294673.74829178985
2185,70136.11452151992
58,155797.12907896208
830,206244.68090208035
808,123136.79262880574
680,164058.3983416404
1153,106262.04438207
1291,136831.33638265595
1818,152642.75400011268
2161,177297.23543966195
1883,133894.3419556225
350,324153.38217459765
2473,134460.96450829064
295,179803.1605996595
293,194385.85969918146
859,139779.03465208935
288,58927.28552889348
1578,136829.8608726456
102,179058.3784752462
2831,164123.33890922554
1030,178270.07036662786
2551,147829.84583866043
1286,158879.70536269448
958,326104.9332868892
776,135336.78266376434
72,198596.15672950915
2263,247100.5762324669
1866,153213.73432614282
2876,107065.93100281764
2146,283196.3075391868
103,182291.78168523085
1500,125161.03854431518
492,182125.9069830103
167,143936.3018298387
2597,121263.72398667724
2685,136863.2933630165
1035,144646.20273626287
1220,90187.67073488569
2602,172829.51531032368
2159,211246.20945202856
695,180136.5705022705
1109,265784.4826255723
640,184207.10057532814
1652,169287.87817015135
2090,179622.28296695012
1188,186694.17499888883
2345,246517.15096990313
1059,412788.7636781328
2751,238382.99392573215
128,174555.41601316998
1523,190991.41451137667
2925,161238.5457760899
2145,303874.56589402165
1121,203868.00372891373
566,272282.985138115
565,193348.0614052519
1331,147229.81239563785
2928,113850.95985894081
156,144860.03405801707
797,154637.58702078194
327,117563.84934674925
2859,158827.5021584896
1453,116286.44672818777
1762,363392.19182831194
1868,201573.536654713
1760,184007.690369739
1113,251694.1273920301
1812,184458.05115917616
117,145771.82090156304
1142,199790.29526146167
2342,379898.0919017021
927,153789.26072813477
2478,189374.01161055997
655,105704.68795190899
2064,128234.95074714368
369,224255.57530481194
2239,129842.86935288658
2732,221569.34454437933
1653,154325.32908505257
959,199908.03235691617
2395,323945.4648791491
1412,90294.28587150201
271,268943.11677423713
1484,117570.56486550794
1497,137105.55848862109
552,172329.02719954666
2,125961.82412281432
1855,309787.36493428063
4,291266.39611177007
2292,148708.99711110958
134,144058.7639892745
646,122039.77840438396
42,290666.73294498544
532,227446.50964344305
713,121265.42269220913
2561,135437.55439270788
2360,136730.94651100732
1333,120220.66902525476
1407,185155.3902642983
2892,277277.37858524476
574,232430.69567737216
1227,171175.9938093456
2591,244395.44589855266
1476,213646.2806052781
1125,258907.38230888086
1446,130990.14300495767
408,138919.49577833957
1101,296438.11262508127
2251,156670.48988029
373,199167.30865965824
2554,140279.42402672942
2382,262287.0482798362
1985,100636.77466928313
519,217189.04048182402
1093,201629.72822848387
864,268981.3470756092
2889,141862.2845484954
2308,159607.5579425999
986,147636.4365536114
1302,149619.26176429156
585,150483.810660323
2708,134925.61586415506
147,123235.10450939144
1441,229687.54899604694
383,163948.51027528607
285,144877.80144630154
181,130311.09338801581
358,166196.6581451946
780,147590.3179216135
258,209992.44168653857
1865,228110.17179144247
692,125636.94869712071
2902,318002.3795597241
508,251143.27794469858
2638,152179.35028267436
36,171535.62892929604
611,179172.18507781846
2281,132394.90231397052
1678,121531.81856422196
1696,420852.51216046396
1557,98055.83160561537
2180,160111.4661951587
1726,213145.87685964114
951,140647.39327347255
267,242990.73828722737
2706,129276.41300032649
2221,219162.73147006228
1357,157978.46886402505
2901,300765.504448888
347,166516.4690428139
2164,193784.994199145
1586,322017.7340405438
360,165385.38094894428
1769,245013.28906554173
2617,124106.30545207535
1879,142858.6705153905
991,220574.37713565765
